﻿UIC;Gare;Jour de la semaine;Horaire en jour normal;Horaire en jour férié
0087415158;Auffay;Jeudi;08:00-16:35;Fermé
0087276535;Valmondois;Jeudi;06:00-20:40;06:00-20:40
0087415018;Dieppe;Jeudi;05:00-22:20;07:20-22:15
0087276535;Valmondois;Samedi;06:00-20:40;06:00-20:40
0087413542;Fécamp;Mardi;09:15-12:00;
0087276527;L'Isle-Adam - Parmain;Jeudi;06:00-20:40;06:00-20:40
0087413542;Fécamp;Mardi;13:15-17:35;
0087276527;L'Isle-Adam - Parmain;Vendredi;06:00-20:40;06:00-20:40
0087413542;Fécamp;Mercredi;09:15-12:00;
0087276527;L'Isle-Adam - Parmain;Samedi;06:00-20:40;06:00-20:40
0087413542;Fécamp;Mercredi;13:15-17:35;
0087276527;L'Isle-Adam - Parmain;Dimanche;06:00-20:40;06:00-20:40
0087413385;Yvetot;Mardi;05:30-21:00;08:15-21:30
0087276493;Montsoult - Maffliers;Mardi;06:15-20:50;07:00-20:50
0087413385;Yvetot;Dimanche;08:15-21:30;08:15-21:30
0087276493;Montsoult - Maffliers;Mercredi;06:15-20:50;07:00-20:50
0087413344;Bréauté - Beuzeville;Vendredi;05:25-21:30;08:10-21:30
0087276493;Montsoult - Maffliers;Jeudi;06:15-20:50;07:00-20:50
0087413013;Le Havre;Jeudi;04:45-23:00;06:15-00:15
0087276329;Pont-Sainte-Maxence;Mardi;05:10-19:40;06:40-20:25
0087413013;Le Havre;Dimanche;06:15-00:15;06:15-00:15
0087276329;Pont-Sainte-Maxence;Dimanche;06:40-20:25;06:40-20:25
0087411249;Maromme;Lundi;06:00-20:00;
0087276279;Orry-la-Ville - Coye;Dimanche;06:05-20:50;06:05-20:50
0087411249;Maromme;Mercredi;06:00-20:00;
0087276139;Pontoise;Mercredi;04:30-01:30;04:30-01:30
0087411249;Maromme;Vendredi;06:00-20:00;
0087276139;Pontoise;Samedi;04:30-01:30;04:30-01:30
0087411017;Rouen Rive Droite;Lundi;04:40-23:00;06:30-00:00
0087276113;Chantilly - Gouvieux;Mardi;05:45-20:50;05:45-20:50
0087411017;Rouen Rive Droite;Dimanche;06:30-00:00;06:30-00:00
0087276113;Chantilly - Gouvieux;Vendredi;05:45-20:50;05:45-20:50
0087396564;Écommoy;Lundi;13:00-16:00;
0087276055;Ermont - Eaubonne;Jeudi;04:40-01:30;04:40-01:30
0087396549;Arnage;Mardi;09:30-12:00;Fermé
0087276055;Ermont - Eaubonne;Vendredi;04:40-01:30;04:40-01:30
0087396549;Arnage;Mardi;14:00-17:30;Fermé
0087276055;Ermont - Eaubonne;Samedi;04:40-01:30;04:40-01:30
0087396408;Sablé-sur-Sarthe;Jeudi;06:00-20:50;
0087276006;Creil;Vendredi;04:20-23:50;04:20-23:50
0087396408;Sablé-sur-Sarthe;Vendredi;06:00-20:50;
0087271593;Crépy-en-Valois;Mercredi;04:40-11:55;06:10-12:45
0087396309;Connerré - Beillé;Mardi;06:50-13:50;
0087271593;Crépy-en-Valois;Jeudi;04:40-11:55;13:15-21:35
0087396309;Connerré - Beillé;Vendredi;06:50-13:50;
0087271593;Crépy-en-Valois;Jeudi;12:20-19:45;13:15-21:35
0087394411;Bailleau-le-pin;Mardi;06:15-18:00;Fermé
0087271593;Crépy-en-Valois;Vendredi;04:40-11:55;13:15-21:35
0087394411;Bailleau-le-pin;Mercredi;06:15-18:00;Fermé
0087271593;Crépy-en-Valois;Samedi;06:10-13:35;06:10-12:45
0087394296;Nogent-le-Rotrou;Jeudi;05:40-19:55;08:00-21:35
0087271593;Crépy-en-Valois;Samedi;13:45-20:30;06:10-12:45
0087394148;Saint-Piat;Mercredi;06:05-13:20;Fermé
0087271593;Crépy-en-Valois;Samedi;13:45-20:30;13:15-21:35
0087394007;Chartres;Mardi;05:00-13:00;14:00-22:00
0087271593;Crépy-en-Valois;Dimanche;06:10-12:45;06:10-12:45
0087394007;Chartres;Mardi;14:00-22:00;14:00-22:00
0087271494;Aéroport Charles de Gaulle 2 TGV;Mardi;05:00-01:00;05:00-01:00
0087394007;Chartres;Mercredi;14:00-22:00;05:00-13:00
0087271494;Aéroport Charles de Gaulle 2 TGV;Mercredi;05:00-01:00;05:00-01:00
0087394007;Chartres;Jeudi;14:00-22:00;05:00-13:00
0087271494;Aéroport Charles de Gaulle 2 TGV;Samedi;05:00-01:00;05:00-01:00
0087394007;Chartres;Jeudi;14:00-22:00;14:00-22:00
0087271304;La Courneuve - Aubervilliers;Mardi;06:05-00:30;06:05-00:30
0087394007;Chartres;Vendredi;05:00-13:00;05:00-13:00
0087271304;La Courneuve - Aubervilliers;Mercredi;06:05-00:30;06:05-00:30
0087394007;Chartres;Dimanche;05:00-13:00;05:00-13:00
0087271171;La Barre Ormesson;Lundi;06:30-00:30;06:30-00:30
0087393702;Massy TGV;Lundi;06:10-21:25;
0087271171;La Barre Ormesson;Mercredi;06:30-00:30;06:30-00:30
0087393702;Massy TGV;Dimanche;07:10-21:25;
0087271007;Paris Gare du Nord;Jeudi;04:30-01:30;04:30-01:30
0087393595;Verneuil-sur-Avre;Mardi;13:40-17:00;15:25-22:05
0087271007;Paris Gare du Nord;Vendredi;04:30-02:30;04:30-01:30
0087393595;Verneuil-sur-Avre;Vendredi;13:30-21:10;15:25-22:05
0087223263;Lille Europe;Mardi;05:00-22:30;05:00-23:30
0087393595;Verneuil-sur-Avre;Dimanche;15:25-22:05;15:25-22:05
0087214692;Schirmeck - La Broque;Lundi;09:00-12:15;
0087393488;Dreux;Jeudi;04:20-01:00;05:20-01:00
0087214692;Schirmeck - La Broque;Mardi;09:00-12:15;
0087393488;Dreux;Vendredi;04:20-01:00;05:20-01:00
0087214692;Schirmeck - La Broque;Jeudi;09:00-12:15;
0087393314;Rambouillet;Lundi;06:00-13:00;13:30-21:00
0087214577;Molsheim;Mardi;04:45-21:00;07:45-21:00
0087393314;Rambouillet;Lundi;13:30-21:00;06:00-13:00
0087214577;Molsheim;Jeudi;04:45-21:00;07:45-21:00
0087393314;Rambouillet;Mardi;13:30-21:00;06:00-13:00
0087214528;Entzheim - Aéroport de Strasbourg;Lundi;05:00-00:45;05:00-00:45
0087393314;Rambouillet;Jeudi;06:00-13:00;06:00-13:00
0087214528;Entzheim - Aéroport de Strasbourg;Mercredi;05:00-00:45;05:00-00:45
0087393314;Rambouillet;Jeudi;13:30-21:00;06:00-13:00
0087214288;Obernai;Mardi;13:40-18:00;12:00-19:00
0087393314;Rambouillet;Samedi;06:00-13:00;13:30-21:00
0087214288;Obernai;Mercredi;08:30-12:15;12:00-19:00
0087393314;Rambouillet;Dimanche;13:30-21:00;06:00-13:00
0087214288;Obernai;Vendredi;13:40-18:00;12:00-19:00
0087393157;Versailles Château Rive Gauche;Lundi;06:00-00:30;07:00-00:30
0087214288;Obernai;Samedi;08:30-12:00;12:00-19:00
0087393157;Versailles Château Rive Gauche;Mardi;06:00-00:30;07:00-00:30
0087214288;Obernai;Samedi;13:15-16:50;12:00-19:00
0087393157;Versailles Château Rive Gauche;Samedi;07:00-00:30;07:00-00:30
0087214148;Erstein;Lundi;10:00-12:00;
0087393033;Invalides;Mardi;04:50-23:25;04:50-23:25
0087214148;Erstein;Mercredi;13:40-19:00;
0087393009;Versailles Chantiers;Vendredi;04:30-01:30;04:30-01:30
0087214148;Erstein;Vendredi;13:40-19:00;
0087393009;Versailles Chantiers;Samedi;04:30-01:30;04:30-01:30
0087214148;Erstein;Samedi;09:00-15:40;
0087393009;Versailles Chantiers;Dimanche;04:30-01:30;04:30-01:30
0087214056;Sélestat;Samedi;05:20-00:30;06:50-00:30
0087391003;Paris Montparnasse;Mercredi;05:00-01:15;05:00-01:15
0087213744;Wingen-sur-Moder;Dimanche;13:45-19:00;
0087391003;Paris Montparnasse;Dimanche;05:00-01:15;05:00-01:15
0087213611;Bischwiller;Lundi;09:30-12:30;
0087387001;Évreux Normandie;Mercredi;05:00-22:50;07:00-21:50
0087213470;Wissembourg;Lundi;11:15-12:20;08:45-12:30
0087386763;Épône - Mézières;Lundi;05:45-21:00;
0087213470;Wissembourg;Lundi;13:20-19:00;08:45-12:30
0087386649;Villennes-sur-Seine;Jeudi;14:00-19:55;
0087213470;Wissembourg;Lundi;13:20-19:00;13:15-18:15
0087386409;Houilles - Carrières-sur-Seine;Mardi;04:30-02:00;04:30-02:00
0087213470;Wissembourg;Mercredi;08:10-10:55;08:45-12:30
0087386409;Houilles - Carrières-sur-Seine;Mercredi;04:30-02:00;04:30-02:00
0087213470;Wissembourg;Mercredi;08:10-10:55;13:15-18:15
0087384008;Paris Saint-Lazare;Mardi;05:00-01:15;05:00-01:15
0087213470;Wissembourg;Jeudi;13:20-19:00;13:15-18:15
0087382218;La Défense;Lundi;04:45-01:30;
0087213470;Wissembourg;Vendredi;08:10-11:45;13:15-18:15
0087382218;La Défense;Mercredi;04:45-01:30;
0087213470;Wissembourg;Samedi;08:10-12:30;13:15-18:15
0087381624;Bréval;Jeudi;15:35-20:55;16:50-22:05
0087213165;Obermodern;Lundi;13:30-18:00;13:25-18:00
0087381624;Bréval;Vendredi;15:35-20:55;16:50-22:05
0087213165;Obermodern;Mardi;06:00-12:30;13:25-18:00
0087381244;Gisors;Vendredi;06:20-20:00;07:45-22:00
0087213165;Obermodern;Jeudi;13:30-18:00;07:40-12:00
0087381244;Gisors;Dimanche;07:45-22:00;07:45-22:00
0087213165;Obermodern;Jeudi;13:30-18:00;13:25-18:00
0087381020;Neuilly Porte Maillot;Jeudi;05:10-00:40;05:10-00:40
0087213165;Obermodern;Vendredi;13:30-18:00;07:40-12:00
0087353573;Le Toec;Mardi;00:00-23:59;00:00-23:59
0087213165;Obermodern;Samedi;13:15-18:00;13:25-18:00
0087353573;Le Toec;Dimanche;00:00-23:59;00:00-23:59
0087213058;Haguenau;Jeudi;09:00-17:00;
0087345520;Cambrai;Jeudi;05:00-20:00;08:00-20:00
0087212225;Saverne;Mercredi;07:00-19:00;11:00-19:00
0087345314;Somain;Samedi;09:00-12:00;Fermé
0087212225;Saverne;Jeudi;07:00-19:00;11:00-19:00
0087345314;Somain;Samedi;13:00-17:00;Fermé
0087194001;Longwy;Dimanche;05:00-20:30;05:00-20:30
0087345025;Lens;Mardi;04:30-22:30;07:30-21:35
0087193250;Béning;Lundi;08:00-11:45;13:25-19:20
0087345009;Douai;Mercredi;05:15-22:30;07:55-23:25
0087193250;Béning;Samedi;13:20-17:00;13:25-19:20
0087343004;Valenciennes;Mardi;04:30-23:10;07:40-00:00
0087193003;Forbach;Lundi;04:30-23:50;07:00-23:50
0087342584;Avion;Mardi;06:30-10:30;
0087193003;Forbach;Vendredi;04:30-23:50;07:00-23:50
0087342584;Avion;Mercredi;06:30-10:30;
0087192401;Ars-sur-Moselle;Mardi;13:30-18:00;Fermé
0087342337;Saint-Pol-sur-Ternoise;Jeudi;05:15-20:45;08:15-20:50
0087192401;Ars-sur-Moselle;Mercredi;13:30-18:00;Fermé
0087342238;Lillers;Jeudi;06:00-09:00;
0087192039;Metz Ville;Vendredi;04:45-00:15;05:15-00:15
0087342238;Lillers;Samedi;13:00-17:00;
0087191114;Hagondange;Lundi;05:45-20:45;Fermé
0087342105;Bully - Grenay;Mardi;06:00-13:00;
0087191007;Thionville;Jeudi;05:00-21:00;05:00-21:00
0087342105;Bully - Grenay;Vendredi;06:00-13:00;
0087185249;Lure;Dimanche;05:30-22:45;05:30-22:45
0087342105;Bully - Grenay;Samedi;09:00-12:00;
0087185009;Vesoul;Jeudi;06:00-22:30;06:00-22:30
0087342014;Arras;Mercredi;05:25-23:30;07:30-22:55
0087184523;Montbéliard;Jeudi;05:10-21:15;06:05-22:20
0087342014;Arras;Dimanche;07:30-22:55;07:30-22:55
0087184002;Belfort;Mardi;04:35-23:00;05:25-23:00
0087432906;Neuville Université;Jeudi;06:30-21:30;06:30-21:30
0087182394;Munster;Mardi;13:10-17:30;
0087328328;Bibliothèque François Mitterrand;Dimanche;04:45-01:10;04:45-01:10
0087182238;Altkirch;Jeudi;09:30-12:45;
0087324095;Futuroscope;Samedi;07:00-21:00;07:00-21:00
0087182238;Altkirch;Vendredi;09:30-12:45;
0087319012;Aix-en-Provence TGV;Vendredi;05:30-01:15;05:30-01:15
0087182139;Saint-Louis;Dimanche;05:10-20:20;05:10-20:20
0087318964;Avignon TGV;Vendredi;05:00-00:00;05:45-00:00
0087182063;Mulhouse;Lundi;04:00-01:00;04:00-01:00
0087317586;Boulogne;Jeudi;04:30-21:40;08:25-21:40
0087182014;Colmar;Jeudi;05:00-00:30;06:30-00:30
0087317586;Boulogne;Samedi;06:20-21:40;08:25-21:40
0087182014;Colmar;Vendredi;05:00-00:30;06:30-00:30
0087317529;Le Tréport - Mers-les-Bains;Mardi;05:15-22:00;06:15-23:15
0087182014;Colmar;Samedi;05:30-00:30;06:30-00:30
0087317404;Rue;Lundi;06:05-13:35;14:35-20:40
0087175000;Saint-Dizier;Lundi;04:30-11:41;14:30-22:01
0087317404;Rue;Samedi;09:50-12:40;14:35-20:40
0087174276;Vitry-le-François;Samedi;05:30-20:45;07:15-20:45
0087317362;Abbeville;Jeudi;06:00-19:45;07:50-18:20
0087174003;Châlons-en-Champagne;Mardi;04:45-23:30;07:30-00:30
0087317362;Abbeville;Vendredi;06:00-19:45;07:50-18:20
0087174003;Châlons-en-Champagne;Vendredi;04:45-23:30;07:30-00:30
0087317263;Calais;Lundi;03:55-22:40;07:50-22:40
0087172353;Carignan;Mercredi;00:00-23:59;00:00-23:59
0087317263;Calais;Jeudi;03:55-22:40;07:50-22:40
0087172353;Carignan;Vendredi;00:00-23:59;00:00-23:59
0087317263;Calais;Samedi;05:50-22:40;07:50-22:40
0087172353;Carignan;Dimanche;00:00-23:59;00:00-23:59
0087317065;Étaples - Le Touquet;Lundi;04:45-20:00;08:20-20:20
0087172270;Rethel;Lundi;06:00-12:45;14:00-20:30
0087317065;Étaples - Le Touquet;Vendredi;04:45-20:00;08:20-20:20
0087172270;Rethel;Mardi;13:30-20:15;14:00-20:30
0087317016;Boulogne Tintelleries;Mardi;11:00-18:00;
0087172270;Rethel;Jeudi;13:30-20:15;14:00-20:30
0087313882;TGV Haute Picardie;Dimanche;06:00-22:00;06:00-22:00
0087172114;Vireux-Molhain;Lundi;00:00-23:59;00:00-23:59
0087313759;Abancourt;Lundi;05:45-20:45;07:00-21:45
0087172114;Vireux-Molhain;Jeudi;00:00-23:59;00:00-23:59
0087313734;Grandvilliers;Vendredi;06:00-19:45;
0087171926;Champagne-Ardenne TGV;Mardi;06:30-21:30;06:30-22:30
0087313700;Milly-sur-Thérain;Lundi;06:35-19:55;06:35-21:10
0087171926;Champagne-Ardenne TGV;Jeudi;06:30-21:30;06:30-22:30
0087313700;Milly-sur-Thérain;Mercredi;06:35-19:55;06:35-21:10
0087171553;Épernay;Mardi;05:30-23:30;07:30-00:30
0087313700;Milly-sur-Thérain;Jeudi;06:35-19:55;06:35-21:10
0087171553;Épernay;Jeudi;05:30-23:30;07:30-00:30
0087313700;Milly-sur-Thérain;Vendredi;06:35-21:10;06:35-21:10
0087171553;Épernay;Vendredi;05:30-23:30;07:30-00:30
0087313700;Milly-sur-Thérain;Samedi;06:35-21:10;06:35-21:10
0087171553;Épernay;Dimanche;07:30-00:30;07:30-00:30
0087313668;Méru;Lundi;05:05-20:00;06:35-21:20
0087171009;Reims;Vendredi;04:40-22:45;06:45-22:45
0087313510;Beauvais;Mardi;04:50-22:30;06:10-23:30
0087147322;Meuse TGV;Mercredi;06:40-21:50;06:40-21:45
0087313510;Beauvais;Mercredi;04:50-22:30;06:10-23:30
0087144451;Remiremont;Mercredi;04:50-23:00;07:40-23:00
0087313510;Beauvais;Dimanche;06:10-23:30;06:10-23:30
0087144451;Remiremont;Dimanche;07:40-23:00;07:40-23:00
0087313437;Villers-Bretonneux;Mardi;06:00-09:00;
0087144410;Arches;Samedi;06:15-22:30;08:00-22:45
0087313437;Villers-Bretonneux;Mercredi;06:00-09:00;
0087144097;Thaon;Lundi;14:00-16:00;
0087313437;Villers-Bretonneux;Jeudi;12:20-13:35;
0087144014;Saint-Dié-des-Vosges;Vendredi;04:45-23:00;06:40-23:00
0087313437;Villers-Bretonneux;Vendredi;06:00-09:00;
0087144006;Épinal;Lundi;04:45-23:30;06:30-00:00
0087313304;Clermont de l'Oise;Mercredi;05:40-20:00;05:40-20:00
0087144006;Épinal;Mercredi;04:45-23:30;06:30-00:00
0087313304;Clermont de l'Oise;Jeudi;05:40-20:00;05:40-20:00
0087142125;Culmont - Chalindrey;Mardi;05:30-12:30;16:30-21:00
0087313304;Clermont de l'Oise;Vendredi;05:40-20:00;05:40-20:00
0087142125;Culmont - Chalindrey;Samedi;05:30-12:00;16:30-21:00
0087313304;Clermont de l'Oise;Samedi;05:40-20:00;05:40-20:00
0087142091;Langres;Jeudi;04:50-21:30;07:00-23:00
0087313270;Saint-Just-en-Chaussée;Lundi;05:30-19:55;05:30-19:55
0087142000;Chaumont;Mercredi;05:40-21:30;11:00-20:30
0087313270;Saint-Just-en-Chaussée;Dimanche;05:30-19:55;05:30-19:55
0087141820;Pont-à-Mousson;Vendredi;06:00-20:00;10:00-18:00
0087313122;Longpré-les-Corps-Saints;Lundi;06:15-13:30;
0087141820;Pont-à-Mousson;Dimanche;10:00-18:00;10:00-18:00
0087313122;Longpré-les-Corps-Saints;Mardi;06:15-13:30;
0087141416;Baccarat;Mercredi;13:45-17:45;
0087313080;Saint-Roch;Samedi;05:35-21:20;
0087141416;Baccarat;Jeudi;09:00-12:15;
0087313080;Saint-Roch;Dimanche;09:15-12:00;
0087141416;Baccarat;Vendredi;09:00-12:15;
0087313072;Albert;Lundi;13:40-20:55;13:25-20:40
0087141291;Neufchâteau;Samedi;08:05-22:15;08:05-22:15
0087313072;Albert;Mardi;13:40-20:55;13:25-20:40
0087141150;Lunéville;Lundi;05:00-22:30;07:30-22:30
0087313072;Albert;Mercredi;06:00-13:15;13:25-20:40
0087141135;Blainville - Damelevières;Lundi;13:45-17:45;
0087313072;Albert;Jeudi;13:40-20:55;13:25-20:40
0087141135;Blainville - Damelevières;Mercredi;09:00-12:15;
0087313072;Albert;Vendredi;13:40-20:55;13:25-20:40
0087141101;Varangéville - Saint-Nicolas;Samedi;05:00-23:00;05:00-23:00
0087313072;Albert;Samedi;12:45-17:15;13:25-20:40
0087141044;Toul;Mercredi;06:15-22:15;15:45-22:15
0087313072;Albert;Dimanche;13:25-20:40;13:25-20:40
0087141044;Toul;Samedi;06:30-13:35;15:45-22:15
0087300822;Belfort - Montbéliard TGV;Vendredi;05:45-23:15;07:30-23:15
0087118299;Bar-sur-Aube;Mercredi;08:30-12:00;
0087296616;Chauny;Mardi;04:55-19:50;06:15-13:10
0087118190;Nogent-sur-Seine;Lundi;05:00-19:00;05:00-19:00
0087296616;Chauny;Vendredi;04:55-19:50;06:15-13:10
0087118190;Nogent-sur-Seine;Vendredi;05:00-19:00;05:00-19:00
0087296616;Chauny;Samedi;05:15-20:10;13:40-20:45
0087118190;Nogent-sur-Seine;Dimanche;05:00-19:00;05:00-19:00
0087296616;Chauny;Dimanche;06:15-13:10;13:40-20:45
0087118158;Romilly-sur-Seine;Lundi;05:45-20:05;07:00-21:30
0087296616;Chauny;Dimanche;13:40-20:45;06:15-13:10
0087118000;Troyes;Dimanche;11:00-00:00;11:00-00:00
0087296269;Bohain;Jeudi;06:05-13:20;
0087116582;Château-Thierry;Mardi;05:15-22:30;05:15-22:30
0087296244;Busigny;Lundi;13:15-20:00;07:30-12:30
0087116566;Nogent-l'Artaud - Charly;Lundi;06:30-13:55;
0087296244;Busigny;Mercredi;13:15-20:00;07:30-12:30
0087116566;Nogent-l'Artaud - Charly;Dimanche;12:40-17:40;
0087296244;Busigny;Vendredi;05:00-12:30;13:15-20:30
0087116137;Longueville;Mardi;13:30-20:45;15:35-21:50
0087296244;Busigny;Vendredi;13:15-20:00;13:15-20:30
0087116137;Longueville;Mercredi;05:15-12:30;15:35-21:50
0087296244;Busigny;Dimanche;13:15-20:30;13:15-20:30
0087116137;Longueville;Mercredi;13:30-20:45;15:35-21:50
0087296012;Laon;Mardi;04:45-21:30;06:30-21:30
0087116137;Longueville;Jeudi;13:30-20:45;08:05-14:15
0087296012;Laon;Dimanche;06:30-21:30;06:30-21:30
0087116137;Longueville;Samedi;13:30-20:45;08:05-14:15
0087296004;Saint-Quentin;Mardi;04:30-22:00;04:30-22:00
0087116137;Longueville;Samedi;13:30-20:45;15:35-21:50
0087295857;Le Quesnoy;Mardi;06:00-20:00;Fermé
0087116111;Chelles - Gournay;Mercredi;04:45-01:40;04:45-01:40
0087295857;Le Quesnoy;Vendredi;06:00-20:00;Fermé
0087113001;Paris Est;Vendredi;05:00-01:00;05:00-01:00
0087295733;Avesnes;Mardi;07:00-14:05;
0087113001;Paris Est;Samedi;05:00-01:00;05:00-01:00
0087295733;Avesnes;Vendredi;07:00-14:05;
0087111849;Marne-la-Vallée Chessy;Lundi;06:00-22:15;06:00-22:15
0087295600;Aulnoye-Aymeries;Mercredi;04:50-22:20;08:35-22:10
0087111849;Marne-la-Vallée Chessy;Jeudi;06:00-22:15;06:00-22:15
0087295220;Le Cateau;Lundi;12:00-19:00;
0087111278;Porte de Clichy;Lundi;05:10-00:45;05:10-00:45
0087295014;Jeumont;Mardi;04:40-22:10;08:45-22:10
0087686667;Paris Bercy Bourgogne - Pays d'Auvergne;Mercredi;05:45-23:30;
0087295014;Jeumont;Vendredi;04:40-22:10;08:45-22:10
0087686667;Paris Bercy Bourgogne - Pays d'Auvergne;Jeudi;05:45-23:30;
0087295014;Jeumont;Dimanche;08:45-22:10;08:45-22:10
0087756403;Monaco Monte Carlo;Lundi;05:00-02:00;05:00-02:00
0087295006;Maubeuge;Lundi;04:40-21:55;08:00-21:55
0087756403;Monaco Monte Carlo;Mardi;05:00-02:00;05:00-02:00
0087295006;Maubeuge;Jeudi;04:40-21:55;08:00-21:55
0087688887;Montpellier Sud de France;Mardi;07:30-22:30;
0087295006;Maubeuge;Dimanche;08:00-21:55;08:00-21:55
0087688887;Montpellier Sud de France;Jeudi;07:30-22:30;
0087286872;Baisieux;Lundi;07:30-14:30;
0087688887;Montpellier Sud de France;Samedi;06:00-22:30;
0087286864;Ascq;Mardi;14:00-18:30;Fermé
0087276469;Persan - Beaumont;Dimanche;04:30-01:50;04:30-01:50
0087286864;Ascq;Jeudi;14:00-18:30;Fermé
0087703975;Nîmes Pont-du-Gard;Lundi;05:45-21:45;
0087286864;Ascq;Samedi;09:30-12:00;Fermé
0087753764;Salon de Provence;Mardi;09:45-12:00;Fermé
0087286732;Roubaix;Lundi;05:45-20:30;08:30-20:30
0087753764;Salon de Provence;Samedi;13:00-17:50;Fermé
0087286732;Roubaix;Mardi;05:45-20:30;08:30-20:30
0087286732;Roubaix;Dimanche;08:30-20:30;08:30-20:30
0087286716;Croix - Wasquehal;Mercredi;08:00-20:00;
0087286542;Tourcoing;Jeudi;04:50-00:30;04:50-00:30
0087286534;Ronchin;Mardi;13:30-17:00;
0087286534;Ronchin;Jeudi;13:30-17:00;
0087286518;Seclin;Mardi;07:00-12:30;
0087286435;Don - Sainghin;Lundi;06:00-20:00;
0087286302;Hazebrouck;Mardi;04:35-22:00;07:40-22:00
0087286302;Hazebrouck;Mercredi;04:35-22:00;07:40-22:00
0087286278;Pérenchies;Mardi;06:00-13:00;
0087286278;Pérenchies;Vendredi;06:00-13:00;
0087286179;Bailleul;Lundi;14:00-19:00;14:00-19:00
0087286179;Bailleul;Mardi;14:00-19:00;14:00-19:00
0087286179;Bailleul;Vendredi;14:00-19:00;14:00-19:00
0087286179;Bailleul;Samedi;09:00-13:00;14:00-19:00
0087286096;Haubourdin;Vendredi;06:00-13:00;
0087286005;Lille Flandres;Lundi;04:35-00:15;06:00-00:15
0087281444;Saint-Omer;Mardi;06:00-20:00;09:00-20:00
0087281444;Saint-Omer;Jeudi;06:00-20:00;09:00-20:00
0087281444;Saint-Omer;Samedi;06:00-20:00;09:00-20:00
0087281246;Gravelines;Mardi;09:00-12:00;
0087281246;Gravelines;Mardi;14:00-18:00;
0087281246;Gravelines;Jeudi;14:00-18:00;
0087281071;Calais - Fréthun;Lundi;05:30-22:30;08:00-22:25
0087281071;Calais - Fréthun;Samedi;06:55-21:55;08:00-22:25
0087281006;Dunkerque;Lundi;04:50-21:30;07:15-21:30
0087281006;Dunkerque;Dimanche;07:15-21:30;07:15-21:30
0087276782;Noyon;Mardi;05:00-19:25;07:00-20:20
0087276725;Chambly;Mardi;05:35-12:45;08:05-15:15
0087276725;Chambly;Jeudi;05:35-12:45;08:05-15:15
0087276725;Chambly;Vendredi;05:35-12:45;08:05-15:15
0087276725;Chambly;Vendredi;13:10-20:20;08:05-15:15
0087276725;Chambly;Dimanche;08:05-15:15;08:05-15:15
0087276691;Compiègne;Samedi;05:00-23:45;06:00-23:45
0087276618;Montataire;Lundi;05:30-20:00;15:00-20:45
0087276618;Montataire;Jeudi;05:30-20:00;15:00-20:45
0087276618;Montataire;Dimanche;07:40-13:30;07:40-13:30
0087276527;L'Isle-Adam - Parmain;Mercredi;06:00-20:40;06:00-20:40
0087276329;Pont-Sainte-Maxence;Jeudi;05:10-19:40;06:40-20:25
0087276329;Pont-Sainte-Maxence;Samedi;06:25-19:40;06:40-20:25
0087276279;Orry-la-Ville - Coye;Lundi;06:05-20:50;06:05-20:50
0087276139;Pontoise;Vendredi;04:30-01:30;04:30-01:30
0087276139;Pontoise;Dimanche;04:30-01:30;04:30-01:30
0087276113;Chantilly - Gouvieux;Lundi;05:45-20:50;05:45-20:50
0087276113;Chantilly - Gouvieux;Mercredi;05:45-20:50;05:45-20:50
0087276055;Ermont - Eaubonne;Lundi;04:40-01:30;04:40-01:30
0087276006;Creil;Lundi;04:20-23:50;04:20-23:50
0087276006;Creil;Jeudi;04:20-23:50;04:20-23:50
0087271593;Crépy-en-Valois;Dimanche;13:15-21:35;06:10-12:45
0087271494;Aéroport Charles de Gaulle 2 TGV;Dimanche;05:00-01:00;05:00-01:00
0087271304;La Courneuve - Aubervilliers;Lundi;06:05-00:30;06:05-00:30
0087271007;Paris Gare du Nord;Lundi;04:30-01:30;04:30-01:30
0087223263;Lille Europe;Lundi;05:00-22:30;05:00-23:30
0087223263;Lille Europe;Vendredi;05:00-22:30;05:00-23:30
0087215012;Sarrebourg;Lundi;07:00-19:00;11:00-19:00
0087215012;Sarrebourg;Dimanche;11:00-19:00;11:00-19:00
0087214692;Schirmeck - La Broque;Vendredi;09:00-12:15;
0087214528;Entzheim - Aéroport de Strasbourg;Samedi;05:00-00:45;05:00-00:45
0087214288;Obernai;Lundi;13:40-18:00;12:00-19:00
0087214288;Obernai;Mardi;08:30-12:15;12:00-19:00
0087214288;Obernai;Vendredi;08:30-12:15;12:00-19:00
0087214148;Erstein;Mardi;10:00-12:00;
0087214148;Erstein;Mercredi;10:00-12:00;
0087214056;Sélestat;Mardi;04:30-00:30;06:50-00:30
0087214056;Sélestat;Mercredi;04:30-00:30;06:50-00:30
0087214056;Sélestat;Vendredi;04:30-00:30;06:50-00:30
0087214056;Sélestat;Dimanche;06:50-00:30;06:50-00:30
0087213744;Wingen-sur-Moder;Mercredi;09:00-12:00;
0087213744;Wingen-sur-Moder;Vendredi;13:00-18:00;
0087213744;Wingen-sur-Moder;Samedi;09:00-12:00;
0087213611;Bischwiller;Lundi;13:45-18:00;
0087213611;Bischwiller;Mardi;09:30-12:30;
0087213611;Bischwiller;Mercredi;09:30-12:30;
0087213611;Bischwiller;Mercredi;13:45-18:00;
0087213611;Bischwiller;Jeudi;13:45-18:00;
0087213611;Bischwiller;Vendredi;13:45-18:00;
0087213470;Wissembourg;Lundi;07:10-10:55;08:45-12:30
